vibration,temperature,gas,status,label,severity
7.2,24.772,0.0133,normal operation,0,0
0.7,24.871,0.0585,normal operation,0,0
0.0,24.779,0.005,normal operation,0,0
2.3,24.759,0.0569,normal operation,0,0
0.0,24.662,0.032,normal operation,0,0
3.7,24.473,0.0403,normal operation,0,0
9.7,24.792,0.0401,normal operation,0,0
14.2,24.616,0.0307,normal operation,0,0
4.6,24.844,0.0292,normal operation,0,0
0.0,25.075,0.0285,normal operation,0,0
0.0,24.846,0.0356,normal operation,0,0
0.0,25.116,0.0573,normal operation,0,0
14.0,25.02,0.0442,normal operation,0,0
0.0,24.889,0.0228,normal operation,0,0
0.0,24.925,0.0326,normal operation,0,0
0.0,24.665,0.0499,normal operation,0,0
0.0,25.021,0.0439,normal operation,0,0
0.0,25.077,0.0444,normal operation,0,0
0.0,24.881,0.0212,normal operation,0,0
13.4,24.836,0.0564,normal operation,0,0
254.1,22.748,1.6766,leak_event_sev2_h2_20%,1,1
280.2,22.706,1.4861,leak_event_sev2_h2_20%,1,1
274.9,22.321,1.9699,leak_event_sev2_h2_20%,1,1
253.5,22.426,1.5197,leak_event_sev2_h2_20%,1,1
310.0,22.658,1.9317,leak_event_sev2_h2_20%,1,1
276.0,22.615,2.0251,leak_event_sev2_h2_20%,1,1
326.8,22.617,1.8953,leak_event_sev2_h2_20%,1,1
323.1,22.422,1.9468,leak_event_sev2_h2_20%,1,1
274.5,23.004,1.6942,leak_event_sev2_h2_20%,1,1
301.1,22.805,1.706,leak_event_sev2_h2_20%,1,1
326.1,23.047,1.5276,leak_event_sev2_h2_20%,1,1
309.0,22.424,1.8782,leak_event_sev2_h2_20%,1,1
336.2,22.733,2.1738,leak_event_sev2_h2_20%,1,1
321.6,22.418,1.738,leak_event_sev2_h2_20%,1,1
262.6,22.81,1.5531,leak_event_sev2_h2_20%,1,1
333.7,22.983,1.9219,leak_event_sev2_h2_20%,1,1
292.4,22.633,1.8501,leak_event_sev2_h2_20%,1,1
291.3,22.91,1.7272,leak_event_sev2_h2_20%,1,1
315.3,22.624,2.1729,leak_event_sev2_h2_20%,1,1
271.1,22.615,2.0753,leak_event_sev2_h2_20%,1,1
339.4,22.495,2.279,leak_event_sev2_h2_20%,1,1
332.1,22.571,1.6126,leak_event_sev2_h2_20%,1,1
339.3,22.306,1.8186,leak_event_sev2_h2_20%,1,1
297.1,22.372,1.8382,leak_event_sev2_h2_20%,1,1
351.2,22.351,2.2317,leak_event_sev2_h2_20%,1,1
321.7,22.412,2.0906,leak_event_sev2_h2_20%,1,1
306.9,22.782,1.6657,leak_event_sev2_h2_20%,1,1
329.4,22.034,1.7193,leak_event_sev2_h2_20%,1,1
384.9,22.505,1.6218,leak_event_sev2_h2_20%,1,1
371.0,22.008,1.5851,leak_event_sev2_h2_20%,1,1
300.4,22.225,1.8752,leak_event_sev2_h2_20%,1,1
364.7,22.273,2.2655,leak_event_sev2_h2_20%,1,1
329.0,22.766,2.122,leak_event_sev2_h2_20%,1,1
310.2,22.53,2.2097,leak_event_sev2_h2_20%,1,1
315.2,22.477,2.2769,leak_event_sev2_h2_20%,1,1
340.3,22.316,2.3874,leak_event_sev2_h2_20%,1,1
328.7,22.404,1.8957,leak_event_sev2_h2_20%,1,1
393.3,22.048,2.3094,leak_event_sev2_h2_20%,1,1
376.2,22.615,2.3554,leak_event_sev2_h2_20%,1,1
404.9,22.419,2.3222,leak_event_sev2_h2_20%,1,1
320.9,21.91,2.4358,leak_event_sev2_h2_20%,1,1
419.1,22.338,1.763,leak_event_sev2_h2_20%,1,1
303.1,22.539,1.628,leak_event_sev2_h2_20%,1,1
430.8,22.679,1.9606,leak_event_sev2_h2_20%,1,1
418.3,22.123,2.1943,leak_event_sev2_h2_20%,1,1
355.7,22.384,2.3372,leak_event_sev2_h2_20%,1,1
406.3,22.597,2.0392,leak_event_sev2_h2_20%,1,1
346.5,22.426,2.3811,leak_event_sev2_h2_20%,1,1
399.9,22.036,1.7037,leak_event_sev2_h2_20%,1,1
306.1,22.365,2.0016,leak_event_sev2_h2_20%,1,1
312.8,22.244,2.4808,leak_event_sev2_h2_20%,1,1
391.1,22.737,1.8714,leak_event_sev2_h2_20%,1,1
404.8,22.419,1.8506,leak_event_sev2_h2_20%,1,1
330.8,21.885,2.5727,leak_event_sev2_h2_20%,1,1
384.4,22.207,2.5625,leak_event_sev2_h2_20%,1,1
360.7,22.183,2.2729,leak_event_sev2_h2_20%,1,1
337.4,22.421,2.421,leak_event_sev2_h2_20%,1,1
412.0,21.902,2.3863,leak_event_sev2_h2_20%,1,1
332.1,22.241,2.159,leak_event_sev2_h2_20%,1,1
446.0,22.164,2.1309,leak_event_sev2_h2_20%,1,1
433.0,21.998,1.7177,leak_event_sev2_h2_20%,1,1
372.2,22.226,1.7129,leak_event_sev2_h2_20%,1,1
474.3,22.714,2.172,leak_event_sev2_h2_20%,1,1
371.2,22.007,2.415,leak_event_sev2_h2_20%,1,1
452.4,22.157,2.5151,leak_event_sev2_h2_20%,1,1
394.1,22.411,2.5713,leak_event_sev2_h2_20%,1,1
402.0,21.483,2.6124,leak_event_sev2_h2_20%,1,1
481.3,21.865,2.2376,leak_event_sev2_h2_20%,1,1
351.9,21.802,2.2829,leak_event_sev2_h2_20%,1,1
396.1,22.201,1.7846,leak_event_sev2_h2_20%,1,1
451.9,22.159,2.1395,leak_event_sev2_h2_20%,1,1
353.3,22.237,2.558,leak_event_sev2_h2_20%,1,1
402.2,21.637,2.7052,leak_event_sev2_h2_20%,1,1
429.8,22.299,2.1021,leak_event_sev2_h2_20%,1,1
502.9,22.048,1.8833,leak_event_sev2_h2_20%,1,1
352.9,21.728,1.8041,leak_event_sev2_h2_20%,1,1
432.4,21.91,2.3298,leak_event_sev2_h2_20%,1,1
499.8,21.941,2.0999,leak_event_sev2_h2_20%,1,1
461.6,22.092,2.1312,leak_event_sev2_h2_20%,1,1
384.9,22.398,2.496,leak_event_sev2_h2_20%,1,1
458.1,21.938,2.0225,leak_event_sev2_h2_20%,1,1
527.6,21.848,2.0598,leak_event_sev2_h2_20%,1,1
379.8,21.962,2.6318,leak_event_sev2_h2_20%,1,1
426.9,21.726,1.8676,leak_event_sev2_h2_20%,1,1
408.3,21.879,2.1237,leak_event_sev2_h2_20%,1,1
520.1,21.98,2.6553,leak_event_sev2_h2_20%,1,1
475.5,21.49,2.5951,leak_event_sev2_h2_20%,1,1
410.9,21.996,1.9374,leak_event_sev2_h2_20%,1,1
472.0,22.418,2.1615,leak_event_sev2_h2_20%,1,1
483.1,21.649,1.9161,leak_event_sev2_h2_20%,1,1
509.2,21.364,2.3288,leak_event_sev2_h2_20%,1,1
404.4,21.645,2.8306,leak_event_sev2_h2_20%,1,1
501.4,21.727,2.1655,leak_event_sev2_h2_20%,1,1
495.8,21.658,2.0297,leak_event_sev2_h2_20%,1,1
551.4,21.948,1.892,leak_event_sev2_h2_20%,1,1
426.3,22.25,2.1656,leak_event_sev2_h2_20%,1,1
562.1,21.827,2.7995,leak_event_sev2_h2_20%,1,1
496.7,21.907,2.4343,leak_event_sev2_h2_20%,1,1
489.5,21.88,2.3472,leak_event_sev2_h2_20%,1,1
421.5,21.635,2.564,leak_event_sev2_h2_20%,1,1
543.9,21.608,2.4664,leak_event_sev2_h2_20%,1,1
416.8,22.037,2.531,leak_event_sev2_h2_20%,1,1
533.5,21.315,2.3029,leak_event_sev2_h2_20%,1,1
514.3,21.698,2.1765,leak_event_sev2_h2_20%,1,1
559.3,21.599,2.5947,leak_event_sev2_h2_20%,1,1
412.5,21.978,2.3213,leak_event_sev2_h2_20%,1,1
524.0,21.961,2.211,leak_event_sev2_h2_20%,1,1
559.2,21.337,2.955,leak_event_sev2_h2_20%,1,1
506.2,21.811,2.2234,leak_event_sev2_h2_20%,1,1
443.0,21.55,2.0031,leak_event_sev2_h2_20%,1,1
530.7,21.626,2.1602,leak_event_sev2_h2_20%,1,1
480.0,22.088,2.5216,leak_event_sev2_h2_20%,1,1
508.7,21.354,2.4665,leak_event_sev2_h2_20%,1,1
413.0,21.535,2.9568,leak_event_sev2_h2_20%,1,1
468.4,20.863,2.3088,leak_event_sev2_h2_20%,1,1
579.1,21.468,2.6153,leak_event_sev2_h2_20%,1,1
580.8,21.387,2.4011,leak_event_sev2_h2_20%,1,1
561.9,21.417,2.34,leak_event_sev2_h2_20%,1,1
475.1,21.573,2.5219,leak_event_sev2_h2_20%,1,1
567.1,21.442,2.2473,leak_event_sev2_h2_20%,1,1
466.6,21.158,3.0463,leak_event_sev2_h2_20%,1,1
493.9,21.233,3.0013,leak_event_sev2_h2_20%,1,1
520.2,21.947,2.5176,leak_event_sev2_h2_20%,1,1
501.4,21.707,2.4824,leak_event_sev2_h2_20%,1,1
538.7,21.461,2.3405,leak_event_sev2_h2_20%,1,1
627.8,21.527,2.8212,leak_event_sev2_h2_20%,1,1
607.1,21.724,2.5808,leak_event_sev2_h2_20%,1,1
584.8,21.475,2.3833,leak_event_sev2_h2_20%,1,1
556.2,21.011,2.8566,leak_event_sev2_h2_20%,1,1
458.7,21.245,2.5346,leak_event_sev2_h2_20%,1,1
616.0,20.985,2.6502,leak_event_sev2_h2_20%,1,1
471.2,21.421,2.7148,leak_event_sev2_h2_20%,1,1
480.3,21.158,2.7928,leak_event_sev2_h2_20%,1,1
474.0,21.053,2.0055,leak_event_sev2_h2_20%,1,1
585.3,21.745,2.4827,leak_event_sev2_h2_20%,1,1
638.0,21.068,2.8685,leak_event_sev2_h2_20%,1,1
502.4,21.823,2.4057,leak_event_sev2_h2_20%,1,1
525.1,21.32,2.2226,leak_event_sev2_h2_20%,1,1
550.7,21.401,2.93,leak_event_sev2_h2_20%,1,1
614.9,21.084,2.7379,leak_event_sev2_h2_20%,1,1
580.6,21.557,2.2944,leak_event_sev2_h2_20%,1,1
521.4,21.66,2.2725,leak_event_sev2_h2_20%,1,1
546.9,21.545,3.1588,leak_event_sev2_h2_20%,1,1
520.6,21.725,2.8316,leak_event_sev2_h2_20%,1,1
655.8,20.742,3.1659,leak_event_sev2_h2_20%,1,1
518.3,21.345,2.911,leak_event_sev2_h2_20%,1,1
523.7,21.093,2.6343,leak_event_sev2_h2_20%,1,1
655.1,21.249,2.8877,leak_event_sev2_h2_20%,1,1
598.4,20.934,2.3538,leak_event_sev2_h2_20%,1,1
612.7,21.233,2.1308,leak_event_sev2_h2_20%,1,1
497.4,21.296,3.005,leak_event_sev2_h2_20%,1,1
691.1,21.115,2.5555,leak_event_sev2_h2_20%,1,1
588.6,20.712,2.3226,leak_event_sev2_h2_20%,1,1
614.2,21.434,3.1865,leak_event_sev2_h2_20%,1,1
605.2,21.424,2.9751,leak_event_sev2_h2_20%,1,1
523.0,20.627,3.1699,leak_event_sev2_h2_20%,1,1
718.6,20.838,2.5918,leak_event_sev2_h2_20%,1,1
708.7,20.486,3.2427,leak_event_sev2_h2_20%,1,1
612.4,21.476,2.2397,leak_event_sev2_h2_20%,1,1
714.5,21.144,2.7741,leak_event_sev2_h2_20%,1,1
698.5,20.537,2.6995,leak_event_sev2_h2_20%,1,1
530.5,21.604,2.7144,leak_event_sev2_h2_20%,1,1
673.9,21.343,3.0997,leak_event_sev2_h2_20%,1,1
556.7,20.705,3.2113,leak_event_sev2_h2_20%,1,1
622.6,20.794,2.2466,leak_event_sev2_h2_20%,1,1
553.1,21.428,2.5461,leak_event_sev2_h2_20%,1,1
556.2,21.204,3.0808,leak_event_sev2_h2_20%,1,1
670.4,21.287,2.1908,leak_event_sev2_h2_20%,1,1
541.2,20.713,2.3202,leak_event_sev2_h2_20%,1,1
637.7,21.135,3.2761,leak_event_sev2_h2_20%,1,1
536.6,21.319,3.2725,leak_event_sev2_h2_20%,1,1
569.9,20.925,2.354,leak_event_sev2_h2_20%,1,1
664.1,20.687,2.6939,leak_event_sev2_h2_20%,1,1
645.9,20.965,2.9845,leak_event_sev2_h2_20%,1,1
709.8,21.183,3.2741,leak_event_sev2_h2_20%,1,1
689.0,20.75,2.2935,leak_event_sev2_h2_20%,1,1
659.5,21.425,2.8364,leak_event_sev2_h2_20%,1,1
625.1,21.268,2.8474,leak_event_sev2_h2_20%,1,1
679.4,21.237,2.2796,leak_event_sev2_h2_20%,1,1
615.8,20.132,2.8744,leak_event_sev2_h2_20%,1,1
643.8,21.374,3.2373,leak_event_sev2_h2_20%,1,1
723.3,20.98,3.1659,leak_event_sev2_h2_20%,1,1
632.3,21.56,2.2902,leak_event_sev2_h2_20%,1,1
553.8,20.454,3.4591,leak_event_sev2_h2_20%,1,1
730.0,20.834,3.2276,leak_event_sev2_h2_20%,1,1
635.6,20.523,3.5,leak_event_sev2_h2_20%,1,1
749.1,20.556,2.745,leak_event_sev2_h2_20%,1,1
680.9,20.436,3.1196,leak_event_sev2_h2_20%,1,1
681.4,21.28,2.9227,leak_event_sev2_h2_20%,1,1
553.5,21.283,2.2698,leak_event_sev2_h2_20%,1,1
684.8,20.679,2.9599,leak_event_sev2_h2_20%,1,1
634.4,21.201,2.6179,leak_event_sev2_h2_20%,1,1
577.3,20.327,3.3241,leak_event_sev2_h2_20%,1,1
785.7,20.307,2.3168,leak_event_sev2_h2_20%,1,1
580.7,21.164,3.0697,leak_event_sev2_h2_20%,1,1
753.9,21.343,2.794,leak_event_sev2_h2_20%,1,1
774.8,20.891,2.3406,leak_event_sev2_h2_20%,1,1
764.8,20.738,3.274,leak_event_sev2_h2_20%,1,1
738.0,20.426,2.7195,leak_event_sev2_h2_20%,1,1
737.3,21.186,2.5902,leak_event_sev2_h2_20%,1,1
802.5,21.149,3.4949,leak_event_sev2_h2_20%,1,1
687.0,20.418,2.9596,leak_event_sev2_h2_20%,1,1
730.7,20.154,3.369,leak_event_sev2_h2_20%,1,1
628.3,20.532,2.8381,leak_event_sev2_h2_20%,1,1
785.9,20.477,2.711,leak_event_sev2_h2_20%,1,1
815.8,19.873,3.0894,leak_event_sev2_h2_20%,1,1
616.8,20.637,2.6439,leak_event_sev2_h2_20%,1,1
817.4,20.632,3.479,leak_event_sev2_h2_20%,1,1
624.9,20.197,2.7126,leak_event_sev2_h2_20%,1,1
815.2,20.748,2.6002,leak_event_sev2_h2_20%,1,1
727.8,20.334,2.9932,leak_event_sev2_h2_20%,1,1
839.2,20.754,2.3809,leak_event_sev2_h2_20%,1,1
613.3,19.902,3.7081,leak_event_sev2_h2_20%,1,1
745.5,21.102,2.6445,leak_event_sev2_h2_20%,1,1
803.8,20.431,2.896,leak_event_sev2_h2_20%,1,1
666.4,20.436,3.0865,leak_event_sev2_h2_20%,1,1
863.7,20.899,3.0017,leak_event_sev2_h2_20%,1,1
702.3,20.034,2.9389,leak_event_sev2_h2_20%,1,1
640.8,20.7,2.7443,leak_event_sev2_h2_20%,1,1
712.8,20.301,2.6106,leak_event_sev2_h2_20%,1,1
812.0,20.531,3.0727,leak_event_sev2_h2_20%,1,1
671.5,20.243,3.5297,leak_event_sev2_h2_20%,1,1
731.1,20.436,2.6207,leak_event_sev2_h2_20%,1,1
811.8,20.849,3.1089,leak_event_sev2_h2_20%,1,1
783.4,20.348,2.5001,leak_event_sev2_h2_20%,1,1
878.5,20.053,3.3636,leak_event_sev2_h2_20%,1,1
835.7,20.565,2.7546,leak_event_sev2_h2_20%,1,1
758.9,20.834,2.9351,leak_event_sev2_h2_20%,1,1
782.0,20.205,3.1002,leak_event_sev2_h2_20%,1,1
757.2,21.238,2.4334,leak_event_sev2_h2_20%,1,1
885.8,20.598,2.4753,leak_event_sev2_h2_20%,1,1
836.6,20.211,3.7466,leak_event_sev2_h2_20%,1,1
661.3,20.758,2.7206,leak_event_sev2_h2_20%,1,1
703.3,20.049,3.0454,leak_event_sev2_h2_20%,1,1
787.5,20.666,3.8637,leak_event_sev2_h2_20%,1,1
874.3,20.026,3.3824,leak_event_sev2_h2_20%,1,1
649.5,20.05,3.0329,leak_event_sev2_h2_20%,1,1
634.7,20.739,2.7119,leak_event_sev2_h2_20%,1,1
862.3,20.502,3.2774,leak_event_sev2_h2_20%,1,1
781.1,20.858,2.5525,leak_event_sev2_h2_20%,1,1
899.3,19.658,3.1613,leak_event_sev2_h2_20%,1,1
895.5,20.953,3.7871,leak_event_sev2_h2_20%,1,1
895.4,20.977,2.9749,leak_event_sev2_h2_20%,1,1
859.9,19.976,3.537,leak_event_sev2_h2_20%,1,1
691.1,20.869,2.837,leak_event_sev2_h2_20%,1,1
904.4,20.129,2.9895,leak_event_sev2_h2_20%,1,1
933.7,20.784,3.577,leak_event_sev2_h2_20%,1,1
666.5,19.716,3.1634,leak_event_sev2_h2_20%,1,1
884.4,20.334,3.9025,leak_event_sev2_h2_20%,1,1
662.5,19.577,2.9265,leak_event_sev2_h2_20%,1,1
765.8,20.191,3.9297,leak_event_sev2_h2_20%,1,1
836.2,19.861,2.6545,leak_event_sev2_h2_20%,1,1
873.4,19.542,2.6403,leak_event_sev2_h2_20%,1,1
839.2,19.608,3.655,leak_event_sev2_h2_20%,1,1
655.1,20.759,3.0046,leak_event_sev2_h2_20%,1,1
710.8,20.465,2.856,leak_event_sev2_h2_20%,1,1
796.8,19.928,2.5872,leak_event_sev2_h2_20%,1,1
838.9,20.597,3.0677,leak_event_sev2_h2_20%,1,1
788.8,20.151,2.675,leak_event_sev2_h2_20%,1,1
967.0,19.683,3.426,leak_event_sev2_h2_20%,1,1
705.5,20.153,3.0401,leak_event_sev2_h2_20%,1,1
802.4,20.55,3.2184,leak_event_sev2_h2_20%,1,1
757.4,20.753,2.9679,leak_event_sev2_h2_20%,1,1
741.8,19.799,2.7595,leak_event_sev2_h2_20%,1,1
787.7,19.405,3.5302,leak_event_sev2_h2_20%,1,1
784.9,20.217,3.8227,leak_event_sev2_h2_20%,1,1
735.5,19.61,3.0934,leak_event_sev2_h2_20%,1,1
781.9,20.179,4.0522,leak_event_sev2_h2_20%,1,1
890.0,20.474,3.3653,leak_event_sev2_h2_20%,1,1
794.5,20.387,3.8652,leak_event_sev2_h2_20%,1,1
876.7,20.624,3.5099,leak_event_sev2_h2_20%,1,1
867.4,19.709,4.0727,leak_event_sev2_h2_20%,1,1
815.9,19.63,3.0909,leak_event_sev2_h2_20%,1,1
947.4,19.434,3.2687,leak_event_sev2_h2_20%,1,1
781.0,19.584,3.6617,leak_event_sev2_h2_20%,1,1
701.8,19.485,4.1726,leak_event_sev2_h2_20%,1,1
862.7,19.79,4.0681,leak_event_sev2_h2_20%,1,1
952.2,19.597,3.2112,leak_event_sev2_h2_20%,1,1
901.9,19.541,2.7873,leak_event_sev2_h2_20%,1,1
798.1,19.459,3.6687,leak_event_sev2_h2_20%,1,1
917.7,19.138,3.2646,leak_event_sev2_h2_20%,1,1
852.1,19.026,2.6629,leak_event_sev2_h2_20%,1,1
883.5,19.88,3.5587,leak_event_sev2_h2_20%,1,1
829.1,19.969,3.8747,leak_event_sev2_h2_20%,1,1
831.7,19.872,2.7006,leak_event_sev2_h2_20%,1,1
1003.4,20.087,2.8692,leak_event_sev2_h2_20%,1,1
809.4,20.23,3.41,leak_event_sev2_h2_20%,1,1
853.8,19.936,3.3783,leak_event_sev2_h2_20%,1,1
822.8,20.187,3.9892,leak_event_sev2_h2_20%,1,1
936.4,19.449,3.7685,leak_event_sev2_h2_20%,1,1
801.2,18.849,2.9594,leak_event_sev2_h2_20%,1,1
1059.3,19.633,3.0962,leak_event_sev2_h2_20%,1,1
924.6,19.987,3.4073,leak_event_sev2_h2_20%,1,1
789.2,19.575,3.6698,leak_event_sev2_h2_20%,1,1
799.6,19.602,3.9302,leak_event_sev2_h2_20%,1,1
755.9,20.269,4.1153,leak_event_sev2_h2_20%,1,1
878.9,19.807,3.1389,leak_event_sev2_h2_20%,1,1
940.8,19.589,3.6746,leak_event_sev2_h2_20%,1,1
857.6,19.674,4.0958,leak_event_sev2_h2_20%,1,1
983.0,18.989,3.2485,leak_event_sev2_h2_20%,1,1
790.6,20.611,2.9358,leak_event_sev2_h2_20%,1,1
13.7,24.785,0.0075,normal operation,0,0
6.8,25.078,0.0521,normal operation,0,0
2.4,24.951,0.0238,normal operation,0,0
3.5,24.953,0.0424,normal operation,0,0
9.6,24.956,0.0155,normal operation,0,0
4.1,24.867,0.015,normal operation,0,0
0.0,24.816,0.052,normal operation,0,0
0.0,24.808,0.0109,normal operation,0,0
4.9,24.683,0.0077,normal operation,0,0
10.8,24.694,0.0568,normal operation,0,0
0.0,25.015,0.0418,normal operation,0,0
11.3,24.832,0.082,normal operation,0,0
0.0,24.911,0.0284,normal operation,0,0
0.0,24.977,0.0363,normal operation,0,0
6.6,25.023,0.0224,normal operation,0,0
8.1,24.629,0.0202,normal operation,0,0
0.0,24.729,0.0416,normal operation,0,0
10.4,25.105,0.048,normal operation,0,0
22.3,24.881,0.0532,normal operation,0,0
7.7,24.845,0.0474,normal operation,0,0
10.3,24.586,0.0442,normal operation,0,0
9.6,24.801,0.04,normal operation,0,0
1.0,24.917,0.0123,normal operation,0,0
3.9,25.068,0.0346,normal operation,0,0
5.7,24.584,0.0364,normal operation,0,0
0.0,24.973,0.0347,normal operation,0,0
2.2,25.046,0.0452,normal operation,0,0
0.0,24.804,0.0701,normal operation,0,0
0.0,24.746,0.0381,normal operation,0,0
8.7,24.98,0.035,normal operation,0,0
0.7,24.733,0.0767,normal operation,0,0
15.1,24.887,0.0222,normal operation,0,0
4.1,24.625,0.04,normal operation,0,0
4.3,24.932,0.0337,normal operation,0,0
0.0,24.939,0.0339,normal operation,0,0
1.4,24.855,0.0436,normal operation,0,0
2.7,24.984,0.0341,normal operation,0,0
9.3,24.871,0.0403,normal operation,0,0
3.0,24.979,0.0141,normal operation,0,0
6.7,24.884,0.0453,normal operation,0,0
6.7,24.699,0.017,normal operation,0,0
0.0,24.944,0.0066,normal operation,0,0
2.9,24.799,0.0373,normal operation,0,0
0.0,24.992,0.0589,normal operation,0,0
0.0,24.726,0.028,normal operation,0,0
1.2,25.048,0.0291,normal operation,0,0
15.3,24.934,0.0415,normal operation,0,0
3.2,24.641,0.0368,normal operation,0,0
1.4,24.853,0.0143,normal operation,0,0
28.0,24.99,0.0157,normal operation,0,0
19.8,24.875,0.0424,normal operation,0,0
0.0,24.889,0.0505,normal operation,0,0
12.2,24.804,0.0406,normal operation,0,0
11.0,24.842,0.0412,normal operation,0,0
0.0,24.615,0.0167,normal operation,0,0
13.0,24.962,0.0313,normal operation,0,0
14.1,24.817,0.0313,normal operation,0,0
0.0,24.897,0.0508,normal operation,0,0
0.0,24.7,0.0429,normal operation,0,0
18.8,24.821,0.0445,normal operation,0,0
19.8,24.777,0.0417,normal operation,0,0
3.3,24.657,0.052,normal operation,0,0
11.9,24.909,0.04,normal operation,0,0
0.6,24.751,0.0164,normal operation,0,0
1.7,24.832,0.0325,normal operation,0,0
5.8,24.712,0.0136,normal operation,0,0
0.8,24.979,0.0349,normal operation,0,0
3.1,24.887,0.0522,normal operation,0,0
0.7,24.693,0.0457,normal operation,0,0
2.7,24.679,0.0687,normal operation,0,0
5.0,24.82,0.0516,normal operation,0,0
0.0,24.942,0.0207,normal operation,0,0
4.4,24.642,0.0165,normal operation,0,0
0.0,24.803,0.0647,normal operation,0,0
5.7,24.696,0.0499,normal operation,0,0
0.0,25.114,0.0256,normal operation,0,0
18.7,24.743,0.0141,normal operation,0,0
1.0,24.703,0.0378,normal operation,0,0
0.0,24.739,0.0366,normal operation,0,0
0.0,24.715,0.0344,normal operation,0,0
2.6,24.756,0.0238,normal operation,0,0
3.2,24.81,0.006,normal operation,0,0
9.5,24.686,0.0289,normal operation,0,0
0.0,24.827,0.0111,normal operation,0,0
8.8,24.74,0.0217,normal operation,0,0
2.1,24.838,0.0232,normal operation,0,0
0.0,24.73,0.0626,normal operation,0,0
15.3,24.897,0.0169,normal operation,0,0
0.0,24.945,0.032,normal operation,0,0
0.0,24.786,0.0384,normal operation,0,0
17.1,24.895,0.0383,normal operation,0,0
2.0,24.936,0.0311,normal operation,0,0
7.4,24.828,0.0462,normal operation,0,0
0.3,24.598,0.0253,normal operation,0,0
10.0,24.967,0.0139,normal operation,0,0
8.8,24.963,0.0556,normal operation,0,0
0.0,24.937,0.005,normal operation,0,0
9.3,24.881,0.035,normal operation,0,0
0.0,25.044,0.0115,normal operation,0,0
437.8,21.888,2.6798,leak_event_sev3_h2_30%,1,1
413.0,22.18,2.2906,leak_event_sev3_h2_30%,1,1
437.5,21.874,3.2875,leak_event_sev3_h2_30%,1,1
383.1,21.679,2.4822,leak_event_sev3_h2_30%,1,1
400.8,22.087,2.1451,leak_event_sev3_h2_30%,1,1
505.6,21.284,2.7003,leak_event_sev3_h2_30%,1,1
416.7,21.529,3.1387,leak_event_sev3_h2_30%,1,1
375.5,22.005,3.0628,leak_event_sev3_h2_30%,1,1
443.9,21.814,2.326,leak_event_sev3_h2_30%,1,1
473.9,21.25,2.8162,leak_event_sev3_h2_30%,1,1
504.9,22.212,3.1612,leak_event_sev3_h2_30%,1,1
367.7,21.286,3.0449,leak_event_sev3_h2_30%,1,1
394.3,20.827,3.1924,leak_event_sev3_h2_30%,1,1
540.4,21.734,2.7375,leak_event_sev3_h2_30%,1,1
459.4,21.214,3.4243,leak_event_sev3_h2_30%,1,1
516.6,21.847,2.8828,leak_event_sev3_h2_30%,1,1
487.5,21.235,2.365,leak_event_sev3_h2_30%,1,1
425.3,21.642,2.2889,leak_event_sev3_h2_30%,1,1
483.3,21.644,2.6145,leak_event_sev3_h2_30%,1,1
436.6,21.475,3.3142,leak_event_sev3_h2_30%,1,1
416.0,21.436,3.4349,leak_event_sev3_h2_30%,1,1
572.0,20.971,3.3389,leak_event_sev3_h2_30%,1,1
453.9,20.926,3.1422,leak_event_sev3_h2_30%,1,1
520.7,21.19,2.837,leak_event_sev3_h2_30%,1,1
462.0,21.597,2.8445,leak_event_sev3_h2_30%,1,1
413.8,21.465,2.9157,leak_event_sev3_h2_30%,1,1
471.9,20.845,3.4837,leak_event_sev3_h2_30%,1,1
563.5,21.597,3.2091,leak_event_sev3_h2_30%,1,1
539.1,21.046,2.7152,leak_event_sev3_h2_30%,1,1
458.4,21.386,2.845,leak_event_sev3_h2_30%,1,1
570.8,21.46,2.689,leak_event_sev3_h2_30%,1,1
515.0,21.444,2.7266,leak_event_sev3_h2_30%,1,1
449.1,21.79,3.3278,leak_event_sev3_h2_30%,1,1
580.3,21.829,2.8766,leak_event_sev3_h2_30%,1,1
468.3,20.626,3.238,leak_event_sev3_h2_30%,1,1
459.7,20.986,3.5618,leak_event_sev3_h2_30%,1,1
490.1,21.075,2.8047,leak_event_sev3_h2_30%,1,1
509.7,21.556,2.7506,leak_event_sev3_h2_30%,1,1
578.3,21.333,3.2598,leak_event_sev3_h2_30%,1,1
464.1,21.098,2.6593,leak_event_sev3_h2_30%,1,1
585.7,21.548,3.4563,leak_event_sev3_h2_30%,1,1
490.7,21.123,2.4446,leak_event_sev3_h2_30%,1,1
474.6,20.793,2.7814,leak_event_sev3_h2_30%,1,1
614.8,21.421,3.4371,leak_event_sev3_h2_30%,1,1
473.5,20.62,3.1015,leak_event_sev3_h2_30%,1,1
542.0,20.672,3.3737,leak_event_sev3_h2_30%,1,1
548.4,21.734,3.3335,leak_event_sev3_h2_30%,1,1
471.2,21.436,3.438,leak_event_sev3_h2_30%,1,1
667.7,21.556,2.8304,leak_event_sev3_h2_30%,1,1
479.4,20.947,3.1783,leak_event_sev3_h2_30%,1,1
631.3,20.924,3.3605,leak_event_sev3_h2_30%,1,1
537.2,20.844,3.1432,leak_event_sev3_h2_30%,1,1
527.2,20.461,2.5236,leak_event_sev3_h2_30%,1,1
572.8,20.122,2.5606,leak_event_sev3_h2_30%,1,1
587.8,20.783,3.8366,leak_event_sev3_h2_30%,1,1
502.6,20.305,3.6443,leak_event_sev3_h2_30%,1,1
